!!!SBtab Document='eQuilibrator thermodynamic data' SBtabVersion='1.0' Date='2019-12-12',,,,,,,,
!!SBtab TableID='ReactionGFE' TableType='Quantity' TableName='Reaction table of transformed energies' SBtabVersion='1.0' Date='2019-12-12' Unit='kJ/mol' IonicStrengthUnit='M' TemperatureUnit='K',,,,,,,,
!QuantityType,!Identifiers:kegg.reaction,!Unit,!Mean,!Std,!pH,!IonicStrength,!Temperature,!Comment
standard Gibbs energy of formation,R04342,kJ/mol,-442.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R04344,kJ/mol,7.3,3.1,7,0.1,298.15,
standard Gibbs energy of formation,R04345,kJ/mol,54,9.7,7,0.1,298.15,
standard Gibbs energy of formation,R04346,kJ/mol,-18,13.7,7,0.1,298.15,
standard Gibbs energy of formation,R04347,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04348,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04349,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04350,kJ/mol,-5.2,4,7,0.1,298.15,
standard Gibbs energy of formation,R04352,kJ/mol,-12.5,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R04353,kJ/mol,-64.6,5.6,7,0.1,298.15,
standard Gibbs energy of formation,R04354,kJ/mol,-64.6,5.6,7,0.1,298.15,
standard Gibbs energy of formation,R04355,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04356,kJ/mol,-2.8,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R04357,kJ/mol,-109.1,7.7,7,0.1,298.15,
standard Gibbs energy of formation,R04358,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04359,kJ/mol,-11.5,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R04360,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04361,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04362,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04363,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04364,kJ/mol,20.8,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R04365,kJ/mol,20.2,10.8,7,0.1,298.15,
standard Gibbs energy of formation,R04366,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04367,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04368,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04369,kJ/mol,-24.8,4.8,7,0.1,298.15,
standard Gibbs energy of formation,R04370,kJ/mol,21.6,2,7,0.1,298.15,
standard Gibbs energy of formation,R04371,kJ/mol,-1.6,6.6,7,0.1,298.15,
standard Gibbs energy of formation,R04372,kJ/mol,-17,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R04373,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04374,kJ/mol,-24.2,17.5,7,0.1,298.15,
standard Gibbs energy of formation,R04375,kJ/mol,20.5,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R04376,kJ/mol,-257.1,10.3,7,0.1,298.15,
standard Gibbs energy of formation,R04377,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04378,kJ/mol,30.5,10.1,7,0.1,298.15,
standard Gibbs energy of formation,R04379,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R04380,kJ/mol,-17.4,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R04382,kJ/mol,10.9,7.5,7,0.1,298.15,
standard Gibbs energy of formation,R04383,kJ/mol,-2.5,1,7,0.1,298.15,
standard Gibbs energy of formation,R04384,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04385,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04386,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04387,kJ/mol,18.5,4.9,7,0.1,298.15,
standard Gibbs energy of formation,R04388,kJ/mol,14.3,2.6,7,0.1,298.15,
standard Gibbs energy of formation,R04389,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04390,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04391,kJ/mol,-14.8,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R04392,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04393,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04394,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04397,kJ/mol,-48.7,8.1,7,0.1,298.15,
standard Gibbs energy of formation,R04398,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04399,kJ/mol,3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R04400,kJ/mol,470.3,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R04401,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04403,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04404,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04405,kJ/mol,-72.6,12.6,7,0.1,298.15,
standard Gibbs energy of formation,R04409,kJ/mol,-19.8,6.5,7,0.1,298.15,
standard Gibbs energy of formation,R04410,kJ/mol,-9.1,4,7,0.1,298.15,
standard Gibbs energy of formation,R04411,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04412,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R04413,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04416,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04418,kJ/mol,-35.5,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R04419,kJ/mol,-34.5,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R04420,kJ/mol,-7.2,9.3,7,0.1,298.15,
standard Gibbs energy of formation,R04421,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04423,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04424,kJ/mol,-0.8,5.6,7,0.1,298.15,
standard Gibbs energy of formation,R04425,kJ/mol,-0.8,5.6,7,0.1,298.15,
standard Gibbs energy of formation,R04426,kJ/mol,20.7,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R04427,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04428,kJ/mol,-154.8,6,7,0.1,298.15,
standard Gibbs energy of formation,R04429,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04430,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04431,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04432,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04433,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04435,kJ/mol,61,7.5,7,0.1,298.15,
standard Gibbs energy of formation,R04436,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04437,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04438,kJ/mol,-13.8,11.7,7,0.1,298.15,
standard Gibbs energy of formation,R04439,kJ/mol,21.6,2,7,0.1,298.15,
standard Gibbs energy of formation,R04440,kJ/mol,21.6,2,7,0.1,298.15,
standard Gibbs energy of formation,R04441,kJ/mol,-35.5,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R04443,kJ/mol,1.9,8.8,7,0.1,298.15,
standard Gibbs energy of formation,R04444,kJ/mol,-35.1,9.3,7,0.1,298.15,
standard Gibbs energy of formation,R04445,kJ/mol,-34.1,9.3,7,0.1,298.15,
standard Gibbs energy of formation,R04446,kJ/mol,50.6,6.6,7,0.1,298.15,
standard Gibbs energy of formation,R04447,kJ/mol,-46.7,7,7,0.1,298.15,
standard Gibbs energy of formation,R04448,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04449,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04450,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04451,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04452,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04453,kJ/mol,-38.5,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R04455,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04456,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04457,kJ/mol,-81.5,21.1,7,0.1,298.15,
standard Gibbs energy of formation,R04458,kJ/mol,-258.5,18.7,7,0.1,298.15,
standard Gibbs energy of formation,R04459,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04460,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04461,kJ/mol,-261.2,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R04462,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04463,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04464,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04466,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04467,kJ/mol,-8.6,3.6,7,0.1,298.15,
standard Gibbs energy of formation,R04469,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04470,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04471,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04472,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04473,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04474,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04475,kJ/mol,0.8,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R04476,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04477,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04478,kJ/mol,3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R04479,kJ/mol,330.1,3.3,7,0.1,298.15,
standard Gibbs energy of formation,R04480,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04481,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04482,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R04483,kJ/mol,-14.9,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R04484,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04486,kJ/mol,-2.7,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R04487,kJ/mol,2.2,3.3,7,0.1,298.15,
standard Gibbs energy of formation,R04488,kJ/mol,-40.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R04489,kJ/mol,135.6,13.8,7,0.1,298.15,
standard Gibbs energy of formation,R04490,kJ/mol,-27.8,4.2,7,0.1,298.15,
standard Gibbs energy of formation,R04491,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04493,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04494,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04495,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04496,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04498,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04500,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04501,kJ/mol,-395.3,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R04502,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04503,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04504,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04505,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04506,kJ/mol,-37,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R04507,kJ/mol,-9.4,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R04509,kJ/mol,-4.1,8.1,7,0.1,298.15,
standard Gibbs energy of formation,R04510,kJ/mol,-66.2,8.2,7,0.1,298.15,
standard Gibbs energy of formation,R04511,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04512,kJ/mol,-10,4.9,7,0.1,298.15,
standard Gibbs energy of formation,R04513,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04514,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04515,kJ/mol,-70.2,6.8,7,0.1,298.15,
standard Gibbs energy of formation,R04517,kJ/mol,20.6,1.9,7,0.1,298.15,
standard Gibbs energy of formation,R04518,kJ/mol,21.6,2,7,0.1,298.15,
standard Gibbs energy of formation,R04520,kJ/mol,-22.1,5.4,7,0.1,298.15,
standard Gibbs energy of formation,R04522,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04523,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04524,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04525,kJ/mol,-32.6,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R04526,kJ/mol,-13.7,9.3,7,0.1,298.15,
standard Gibbs energy of formation,R04527,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04529,kJ/mol,-26.2,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R04531,kJ/mol,-14.4,4.6,7,0.1,298.15,
standard Gibbs energy of formation,R04532,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04533,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04534,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04535,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04536,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04537,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04538,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R04540,kJ/mol,185.8,14,7,0.1,298.15,
standard Gibbs energy of formation,R04541,kJ/mol,-240,15.8,7,0.1,298.15,
standard Gibbs energy of formation,R04542,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04543,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04544,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04545,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04546,kJ/mol,229.3,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R04547,kJ/mol,42.4,6.7,7,0.1,298.15,
standard Gibbs energy of formation,R04548,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04549,kJ/mol,-26,11.1,7,0.1,298.15,
standard Gibbs energy of formation,R04550,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04552,kJ/mol,2.8,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R04553,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04555,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04556,kJ/mol,63.3,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R04557,kJ/mol,64.3,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R04558,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04559,kJ/mol,12.3,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R04560,kJ/mol,6,5.8,7,0.1,298.15,
standard Gibbs energy of formation,R04562,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04563,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04564,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04565,kJ/mol,-56,7.1,7,0.1,298.15,
standard Gibbs energy of formation,R04566,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04567,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04568,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04570,kJ/mol,-373.4,9.6,7,0.1,298.15,
standard Gibbs energy of formation,R04571,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04573,kJ/mol,-28.3,3.3,7,0.1,298.15,
standard Gibbs energy of formation,R04575,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04576,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R04577,kJ/mol,-11.5,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R04578,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04579,kJ/mol,-11.5,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R04580,kJ/mol,-9.5,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R04581,kJ/mol,-14.3,9.1,7,0.1,298.15,
standard Gibbs energy of formation,R04582,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04583,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04584,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04586,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04587,kJ/mol,-7,15.8,7,0.1,298.15,
standard Gibbs energy of formation,R04588,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04589,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04590,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04591,kJ/mol,-64.3,10.1,7,0.1,298.15,
standard Gibbs energy of formation,R04592,kJ/mol,42.4,6.7,7,0.1,298.15,
standard Gibbs energy of formation,R04593,kJ/mol,19.2,13.7,7,0.1,298.15,
standard Gibbs energy of formation,R04594,kJ/mol,-14.4,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R04596,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04597,kJ/mol,-251,10.8,7,0.1,298.15,
standard Gibbs energy of formation,R04598,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04599,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04600,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04601,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04602,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04603,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04604,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04606,kJ/mol,-21.2,9.4,7,0.1,298.15,
standard Gibbs energy of formation,R04607,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04608,kJ/mol,-5.7,7,7,0.1,298.15,
standard Gibbs energy of formation,R04609,kJ/mol,25.2,5.7,7,0.1,298.15,
standard Gibbs energy of formation,R04610,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04611,kJ/mol,-0.1,4.8,7,0.1,298.15,
standard Gibbs energy of formation,R04613,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04615,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04616,kJ/mol,-301,1.6,7,0.1,298.15,
standard Gibbs energy of formation,R04617,kJ/mol,-28.4,3.3,7,0.1,298.15,
standard Gibbs energy of formation,R04618,kJ/mol,-3.5,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R04619,kJ/mol,-13.7,8.2,7,0.1,298.15,
standard Gibbs energy of formation,R04620,kJ/mol,-70.4,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R04621,kJ/mol,14.8,4,7,0.1,298.15,
standard Gibbs energy of formation,R04622,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R04623,kJ/mol,7.3,3.1,7,0.1,298.15,
standard Gibbs energy of formation,R04630,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
